"","word1","word2","n"
"4829","organiza","tion",1
"4830","organiza","tions",1
"4831","organization","built",1
"4832","organization","dedicated",1
"4833","organization","limited",1
"4834","organization","representing",1
"4835","organizations","ther",1
"4836","organize","clubs",1
"4837","organized","conservative",1
"4838","organized","directed",1
"4839","organized","government",1
"4840","organized","machine",1
"4841","organized","politically",1
"4842","organized","support",1
"4843","original","file",1
"4844","original","idea",1
"4845","original","jurisdiction",1
"4846","original","monetary",1
"4847","original","office",1
"4848","original","paragraph",1
"4849","original","purpose",1
"4850","original","reclamation",1
"4851","original","social",1
"4852","original","structure",1
"4853","original","text",1
"4854","original","twocolumn",1
"4855","originally","intended",1
"4856","originally","urged",1
"4857","os","angeles",1
"4858","oth","taking",1
"4859","other's","bailiwicks",1
"4860","oublican","candidates",1
"4861","ous","absentee",1
"4862","outlaw","american",1
"4863","outlook","flynn",1
"4864","outpromise","liberal",1
"4865","outset","reject",1
"4866","outstanding","defeats",1
"4867","outstanding","exceptions",1
"4868","outstanding","senatorselect",1
"4869","outworn","residence",1
"4870","outworn","shibboleths",1
"4871","overbalancing","inhibitions",1
"4872","overlook","creel's",1
"4873","overnight","stop",1
"4874","overseers","meeting",1
"4875","overshadowing","partner",1
"4876","overwhelming","majority",1
"4877","overwhelming","powers",1
"4878","overwhelmingly","democratic",1
"4879","ownership","fade",1
"4880","pa","kilowatts",1
"4881","pacemaking","prose",1
"4882","pacific","gas",1
"4883","pacific","war",1
"4884","pages","hoover",1
"4885","paid","allyear",1
"4886","paid","directly",1
"4887","paid","employe",1
"4888","pain","depression",1
"4889","panuch","experience",1
"4890","panuch","left",1
"4891","panuch","served",1
"4892","panuch's","illuminating",1
"4893","panuch's","vigorous",1
"4894","papaknowsbest","attitude",1
"4895","paper","ballots",1
"4896","paper","explaining",1
"4897","paragraph","breaks",1
"4898","paraphrase","hall",1
"4899","parliamentary","chaos",1
"4900","parliamentary","history",1
"4901","parliamentary","logrolling",1
"4902","parliamentary","minority",1
"4903","parliamentary","rules",1
"4904","partially","restore",1
"4905","parties","moley",1
"4906","parties","nationally",1
"4907","parties","provide",1
"4908","parties","shorn",1
"4909","parties","spend",1
"4910","partisan","democrats",1
"4911","partisan","matter",1
"4912","partner","expendi",1
"4913","partner","ship",1
"4914","partnerthe","hydroelectric",1
"4915","party","affili",1
"4916","party","affiliation",1
"4917","party","alike",1
"4918","party","alive",1
"4919","party","allegiance",1
"4920","party","assumes",1
"4921","party","behavior",1
"4922","party","candidates",1
"4923","party","classless",1
"4924","party","count",1
"4925","party","dedi",1
"4926","party","deeply",1
"4927","party","disraeli",1
"4928","party","emerged",1
"4929","party","emulate",1
"4930","party","encumbered",1
"4931","party","frustrates",1
"4932","party","insiders",1
"4933","party","irresponsibility",1
"4934","party","labels",1
"4935","party","literature",1
"4936","party","machinery",1
"4937","party","membership",1
"4938","party","omits",1
"4939","party","organizations",1
"4940","party","policies",1
"4941","party","policy",1
"4942","party","post",1
"4943","party","principles",1
"4944","party","reorganization",1
"4945","party","revolts",1
"4946","party","simply",1
"4947","party","smith",1
"4948","party","speakers",1
"4949","party","split",1
"4950","party","stands",1
"4951","party","strength",1
"4952","party","student",1
"4953","party","suited",1
"4954","party","system",1
"4955","party","thousands",1
"4956","party","units",1
"4957","party","vigor",1
"4958","party","voters",1
"4959","party","wendell",1
"4960","party's","influence",1
"4961","pass","legislation",1
"4962","passage","kennedy",1
"4963","passage","quoted",1
"4964","passed","conclude",1
"4965","passed","emergency",1
"4966","passed","extensive",1
"4967","passing","reference",1
"4968","passing","strange",1
"4969","passions","spin",1
"4970","passive","consent",1
"4971","past","blunders",1
"4972","past","buyers",1
"4973","past","competition",1
"4974","past","decade",1
"4975","past","generation",1
"4976","past","leaving",1
"4977","past","president",1
"4978","past","radio",1
"4979","past","recognition",1
"4980","past","record",1
"4981","pastore","murray",1
"4982","pat","brown",1
"4983","patent","light",1
"4984","patent","registered",1
"4985","patient","recovered",1
"4986","patient","study",1
"4987","patriotic","german",1
"4988","patriotism","abided",1
"4989","patronage","remains",1
"4990","patterson","wilson",1
"4991","paul","fannin",1
"4992","pawn","responsible",1
"4993","pay","hundreds",1
"4994","pay","labor",1
"4995","pay","ment",1
"4996","pay","time",1
"4997","paying","dearly",1
"4998","paying","lip",1
"4999","payments","coincided",1
"5000","pdf","due",1
"5001","peaceful","solution",1
"5002","pect","pleases",1
"5003","peking","government",1
"5004","peking","invests",1
"5005","pellmell","poll",1
"5006","pencil","rewrote",1
"5007","pend","leaving",1
"5008","pendergast","antecedents",1
"5009","pendergast","machine",1
"5010","pendergast","regime",1
"5011","penetrating","survey",1
"5012","pennsylvania","california",1
"5013","pennsylvania","smith",1
"5014","penny","ante",1
"5015","pension","amendment",1
"5016","pension","bill",1
"5017","pensions","promised",1
"5018","people","assumed",1
"5019","people","bear",1
"5020","people","doctors",1
"5021","people","equipped",1
"5022","people","familiar",1
"5023","people","glibly",1
"5024","people","hereabouts",1
"5025","people","learn",1
"5026","people","representing",1
"5027","people","speculating",1
"5028","people","suppressing",1
"5029","people","unfamiliar",1
"5030","people's","desire",1
"5031","people's","opinion",1
"5032","people.are","dissatisfied",1
"5033","pepper","tydings",1
"5034","perature","prevailed",1
"5035","perceptive","californians",1
"5036","perceptive","eyes",1
"5037","perfect","accuracy",1
"5038","perfect","column",1
"5039","perfect","union",1
"5040","perfectly","frank",1
"5041","perform","services",1
"5042","perils","involved",1
"5043","period","medical",1
"5044","periods","prior",1
"5045","periscope","preview",1
"5046","permanent","appropriations",1
"5047","permanent","condition",1
"5048","permanent","minority",1
"5049","permanent","plant",1
"5050","permissive","home",1
"5051","permit","extension",1
"5052","permitted","partisans",1
"5053","pernicious","practice",1
"5054","persistently","attempted",1
"5055","personal","achievement",1
"5056","personal","appeal",1
"5057","personal","equipment",1
"5058","personal","fortunes",1
"5059","personal","holding",1
"5060","personal","honor",1
"5061","personal","inclination",1
"5062","personal","influence",1
"5063","personal","knowledge",1
"5064","personal","liberty",1
"5065","personal","pop",1
"5066","personal","power",1
"5067","personal","preferences",1
"5068","personal","qualifications",1
"5069","personal","respon",1
"5070","personal","satisfaction",1
"5071","personal","touch",1
"5072","personal","views",1
"5073","personality","warren",1
"5074","personnel","mass",1
"5075","persp","ective",1
"5076","persp","registered",1
"5077","pertinent","evidence",1
"5078","pertinent","questions",1
"5079","pervious","organism",1
"5080","pests","pounce",1
"5081","pet","local",1
"5082","petty","officer",1
"5083","ph.d","education",1
"5084","philosophic","opportunism",1
"5085","philosophic","speculation",1
"5086","philosophical","cleavage",1
"5087","philosophical","disagreement",1
"5088","photographed","amid",1
"5089","photographed","smil",1
"5090","phys","ical",1
"5091","physical","capacity",1
"5092","physical","de",1
"5093","physical","equipment",1
"5094","physics","department",1
"5095","pictures","charles",1
"5096","pictures","earn",1
"5097","pictures","emerge",1
"5098","pictures","paid",1
"5099","pictures","shown",1
"5100","pictures","worth",1
"5101","pie","appeared",1
"5102","pie","counter",1
"5103","piebald","maverick",1
"5104","piecemeal","legislation",1
"5105","pier","airport",1
"5106","pierce","letter",1
"5107","piercereader's","appointment",1
"5108","pious","sentiment",1
"5109","piping","prosperity",1
"5110","pitiful","outcry",1
"5111","plagued","governor",1
"5112","plain","ignorance",1
"5113","plain","information",1
"5114","plain","talk",1
"5115","plan","embodied",1
"5116","plan","impersonal",1
"5117","plan","inspired",1
"5118","plan","leaves",1
"5119","plan","prepared",1
"5120","plane","industry",1
"5121","plane","leaders",1
"5122","planner","manager",1
"5123","plans","engineering",1
"5124","plans","presumed",1
"5125","plant","elections",1
"5126","planted","ccf",1
"5127","plants","inci",1
"5128","plastic","items",1
"5129","plat","form",1
"5130","platform","affirming",1
"5131","platform","johnson",1
"5132","platform","promises",1
"5133","platform","texas",1
"5134","play","ladies",1
"5135","play","ties",1
"5136","play","union",1
"5137","playing","politics",1
"5138","pleasant","adornment",1
"5139","pleasant","colleague",1
"5140","pleases","phoenix",1
"5141","plural","regency",1
"5142","poignant","scenes",1
"5143","poli","cies",1
"5144","poli","tics",1
"5145","police","commissioner",1
"5146","police","court",1
"5147","police","lieutenant",1
"5148","police","prob",1
"5149","policies","savings",1
"5150","policing","safety",1
"5151","policy","braver",1
"5152","policy","composed",1
"5153","policy","persistently",1
"5154","policy","spending",1
"5155","policy","truman",1
"5156","political","activities",1
"5157","political","advantage",1
"5158","political","affairs",1
"5159","political","agency",1
"5160","political","anarchyeveryone",1
"5161","political","aspect",1
"5162","political","balance",1
"5163","political","bargaining",1
"5164","political","buckpassing",1
"5165","political","candidates",1
"5166","political","chips",1
"5167","political","comment",1
"5168","political","conclusions",1
"5169","political","consequences",1
"5170","political","constituency",1
"5171","political","contest",1
"5172","political","contests",1
"5173","political","conviction",1
"5174","political","counsel",1
"5175","political","currents",1
"5176","political","debate",1
"5177","political","destinies",1
"5178","political","dis",1
"5179","political","double",1
"5180","political","educa",1
"5181","political","enlightenment",1
"5182","political","events",1
"5183","political","expressway",1
"5184","political","figures",1
"5185","political","freedom",1
"5186","political","friendship",1
"5187","political","herds",1
"5188","political","howler",1
"5189","political","ideals",1
"5190","political","implications",1
"5191","political","inde",1
"5192","political","labors",1
"5193","political","lawyers",1
"5194","political","machine",1
"5195","political","machinery",1
"5196","political","methods",1
"5197","political","moves",1
"5198","political","newcomer",1
"5199","political","observers",1
"5200","political","officeholders",1
"5201","political","op",1
"5202","political","opinions",1
"5203","political","options",1
"5204","political","pattern",1
"5205","political","phantoms",1
"5206","political","philosophy",1
"5207","political","potency",1
"5208","political","power",1
"5209","political","practice",1
"5210","political","pressures",1
"5211","political","promise",1
"5212","political","purposes",1
"5213","political","reform",1
"5214","political","repercussions",1
"5215","political","retaliation",1
"5216","political","revolution",1
"5217","political","routineer",1
"5218","political","sci",1
"5219","political","sniping",1
"5220","political","story",1
"5221","political","supremacy",1
"5222","political","thinking",1
"5223","political","unknowns",1
"5224","political","views",1
"5225","political","wisdom",1
"5226","politicaleconomic","issue",1
"5227","politically","acceptable",1
"5228","politically","oregon",1
"5229","politician","fairly",1
"5230","politicians","grab",1
"5231","politicians","leaders",1
"5232","politicians","prattled",1
"5233","politics","alarmed",1
"5234","politics","argue",1
"5235","politics","closely",1
"5236","politics","design",1
"5237","politics","history",1
"5238","politics","lucas",1
"5239","politics","provide",1
"5240","politics","unlike",1
"5241","poll","confirms",1
"5242","polled","moley",1
"5243","polling","business",1
"5244","polls","mcfarland",1
"5245","polls","shaped",1
"5246","pollsum","card",1
"5247","pollsum","whipped",1
"5248","pont","eastman",1
"5249","poor","grace",1
"5250","poor","senator",1
"5251","poorly","paid",1
"5252","popu","larity",1
"5253","popu","lation",1
"5254","popular","brand",1
"5255","popular","majority",1
"5256","popular","president",1
"5257","popular","vote",1
"5258","popularity","lies",1
"5259","popularization","swept",1
"5260","population","industrial",1
"5261","pork","barrel",1
"5262","porkbarrel","legislation",1
"5263","portant","office",1
"5264","portentous","drive",1
"5265","position","official",1
"5266","position","properly",1
"5267","possibili","ties",1
"5268","post","master",1
"5269","postwar","reconstruction",1
"5270","potent","exponent",1
"5271","potent","speaker",1
"5272","potential","witnesses",1
"5273","potomac","paradise",1
"5274","potomac","river",1
"5275","pound","professor",1
"5276","pounds","invested",1
"5277","powell","jr",1
"5278","powell","recently",1
"5279","power","associates",1
"5280","power","assured",1
"5281","power","congress",1
"5282","power","improved",1
"5283","power","met",1
"5284","power","monopoly",1
"5285","power","morse",1
"5286","power","plant",1
"5287","power","policies",1
